CASEID,agearr10,agecxryg,agefhsdg,agegr10,agehsdyg,aprgrdif,ageprg10,sex,marstat,sexpr,prtypec,chh0014c,chinhsdc,cxr0014c,cxrflag,cxrtime6,parnum,livarr08,livarr11,fhsd,mhsd,agemhsdg,grfhsd,grmhsd,sonhsd,dauhsd,solhsdc,grsohsdc,grchhsdc,grdahsdc,brhsdc,brohsdc,sihsdc,ilhsdc,orelhsdc,unrlhsdc,hsdsizec,hsdeligc,multigen,luc_rst,prv,ehg3_01,ttlincg2,famincg2
15796,96,96,96,5, 6, 8, 5,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,24, 1,5,5
15797,96, 5,96,4, 3,10, 4,2,1,1,1,0,1,0,1,1,0,5, 3,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,13, 4,1,5
15798,96,96,96,6, 7,96,96,2,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,24, 6,3,3
15799,96,96,96,6, 7, 8, 6,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,10, 1,2,4
15800,96,96,96,5, 7, 8, 5,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,12, 4,3,4
15801,96,96,96,3, 1,96,96,1,4,6,0,3,0,0,2,1,0,5,10,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,4,6,3,2,1,47, 4,4,5
15802,96,96, 3,1, 3,96,96,2,6,6,0,0,0,0,2,1,2,2, 8,1,1, 3,2,2,0,0,0,0,0,0,0,0,1,0,0,0,4,4,2,1,48, 2,1,6
15803,96, 6,96,5, 3,96,96,2,5,6,0,0,1,0,1,1,0,5, 7,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,48, 6,1,1
15804,96, 6,96,6, 1, 9, 6,2,2,1,1,1,1,0,1,1,0,5,10,2,2,96,2,2,0,1,0,1,1,0,0,0,0,1,0,0,5,4,1,1,12, 2,2,5
15805,96,96,96,4, 5,96,96,1,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,11, 3,2,2
15806,96,96,96,4, 6,96,96,2,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,59, 4,2,2
15807,96,96,96,4, 6,11, 4,1,2,2,2,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,24, 2,2,4
15808, 4, 2,96,4, 1,96,96,1,4,6,0,2,2,2,1,3,0,5, 6,2,2,96,2,2,2,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,24, 3,3,3
15809,96,96,96,5, 6,12, 5,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,46, 5,4,6
15810,96,96,96,6, 7, 7, 6,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,24, 2,1,2
15811,96, 3,96,4, 2, 8, 4,2,1,1,1,1,2,1,1,6,1,7, 9,2,1, 6,2,2,2,0,0,0,0,0,0,0,0,0,0,0,5,4,1,1,59, 4,2,6
15812,96,96,96,1, 3,12, 2,2,2,1,2,0,0,0,2,1,0,1, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,24, 4,3,5
15813,96, 1,96,3, 1, 5, 3,1,1,2,1,3,3,3,1,5,0,5, 3,2,2,96,2,2,1,2,0,0,0,0,0,0,0,0,0,0,5,2,2,2,46, 7,2,6
15814,96,96,96,5, 6, 6, 5,1,1,2,1,0,0,0,2,1,0,5, 5,2,2,96,2,2,0,0,0,0,0,0,0,0,0,1,0,0,3,3,2,1,24, 1,2,3
15815,96,96,96,5, 6, 2, 4,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,24, 4,3,4
15816, 2,96,96,6, 7,96,96,2,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,13, 2,1,1
15817,96,96,96,6, 7, 6, 6,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,35, 6,3,3
15818,96,96,96,5, 7,96,96,2,4,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,13, 4,3,3
15819,96,96,96,6, 7,14, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,24, 2,1,2
15820,96,96,96,5, 6,14, 5,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,24, 2,2,5
15821,96,96,96,7, 9,96,96,1,1,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,35, 1,2,2
15822,96, 6,96,4, 3, 7, 4,2,1,1,1,0,1,0,1,1,0,5, 4,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,48, 2,2,5
15823,96,96,96,5, 6,13, 5,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,59, 2,2,4
15824,96,96,96,5, 6, 4, 5,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,47, 3,1,4
15825, 4,96,96,4, 5,96,96,2,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,59, 7,6,6
15826,96,96,96,6, 7,96,96,2,4,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,10, 6,5,5
15827,96,96,96,5, 3, 1, 4,1,1,2,1,0,0,0,2,1,0,5, 5,2,2,96,2,2,0,0,0,0,1,1,0,0,0,0,0,0,3,3,2,1,48, 1,3,4
15828,96,96,96,6, 8,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,59, 1,3,3
15829,96, 6,96,5, 4, 6, 5,1,1,2,1,0,1,0,1,1,0,5, 4,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,35, 6,6,6
15830,96, 2,96,3, 1, 4, 3,1,1,2,1,2,2,2,1,6,0,5, 3,2,2,96,2,2,0,2,0,0,0,0,0,0,0,0,0,0,4,2,2,1,24, 3,3,5
15831,96,96,96,2, 4,15, 3,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,35, 4,4,6
15832,96,96,96,6, 8,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,47, 2,3,3
15833, 3,96,96,7, 9,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,35, 1,1,1
15834,96,96,96,2, 4, 5, 2,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,35, 2,1,2
15835,96, 1,96,3, 1, 7, 3,1,1,2,1,1,1,1,1,2,0,5, 3,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,2,2,1,35, 4,5,6
15836,96,96,96,5, 7,10, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,59, 2,1,3
15837,96,96,96,7, 8,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,48, 5,2,2
15838,96,96,96,1, 3,96,96,1,6,6,0,0,0,0,2,1,0,1,10,2,2,96,2,2,0,0,0,0,0,0,1,1,0,0,1,0,3,3,2,1,35, 6,1,1
15839,96,96,96,6, 7, 4, 6,2,2,1,2,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,24, 1,1,3
15840,96,96,96,5, 7,96,96,1,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,35, 2,3,3
15841,96,96,96,5, 7,96,96,1,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,13, 6,2,2
15842,96,96, 2,1, 2,15, 4,1,1,2,1,0,0,0,2,1,1,4, 5,1,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,12, 1,1,1
15843, 2,96,96,7, 9, 9, 7,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,59, 2,1,2
15844,96, 6,96,5, 3,96,96,2,3,6,0,0,1,0,1,1,0,5, 7,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,10, 5,3,3
15845,96,96,96,5, 6,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,35, 6,6,6
15846,96,96,96,7, 8, 4, 6,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,46, 1,2,2
15847,96,96,96,6, 1,10, 6,2,1,2,1,2,0,0,2,1,0,5,10,2,2,96,2,2,1,1,0,0,0,0,0,0,0,0,0,0,4,2,2,2,59, 4,1,3
15848, 3,96,96,2, 3, 8, 2,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,35, 5,3,5
15849,96,96,96,5, 6,15, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,24, 2,2,4
15850,96, 2,96,3, 1,96,96,2,4,6,0,1,1,1,1,3,0,5, 6,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,13, 4,3,3
15851,96,96,96,5, 6,12, 5,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,11, 7,3,3
15852,96,96,96,5, 1,96,96,2,5,6,0,3,0,0,2,1,0,5,10,2,2,96,2,2,0,0,0,1,2,1,0,0,0,0,4,0,6,4,2,2,47, 1,3,3
15853,96,96,96,4, 6, 9, 4,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,59, 5,3,6
15854,96,96,96,7, 9, 7, 7,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,59, 4,1,2
15855,96,96,96,7, 9,96,96,2,1,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,48, 4,3,3
15856,96,96,96,5, 7,11, 6,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,11, 1,2,4
15857,96, 1,96,2, 1,12, 2,2,1,1,1,1,1,1,1,2,0,5, 3,2,2,96,2,2,0,1,0,0,0,0,0,0,0,0,0,0,3,2,2,1,24, 7,2,3
15858,96,96,96,5, 7,11, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,35, 6,1,6
15859,96,96,96,6, 8,11, 7,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,35, 1,1,2
15860,96,96,96,5, 6,10, 5,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,46, 5,2,4
15861,96,96,96,3, 4,96,96,2,2,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,46, 2,2,2
15862, 3,96,96,6, 7, 6, 5,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,35, 2,2,3
15863,96,96,96,5, 6,96,96,2,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,35, 2,1,1
15864,96, 1, 3,2, 1,96,96,1,6,6,0,1,1,1,1,2,2,6, 6,1,1, 3,2,2,0,1,0,0,0,0,0,0,0,0,0,0,4,3,1,1,10, 4,2,6
15865, 2,96,96,7, 8,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,35, 3,4,4
15866, 1,96,96,1, 2,96,96,1,6,6,0,0,0,0,2,1,0,1,10,2,2,96,2,2,0,0,0,0,0,0,0,0,0,2,0,0,3,3,2,2,47, 2,1,1
15867,96, 5,96,4, 3,13, 4,2,1,1,1,0,2,0,1,1,0,5, 3,2,2,96,2,2,1,1,0,0,0,0,0,0,0,0,0,0,4,4,2,1,48,99,1,4
15868,96,96,96,5, 7,96,96,2,6,6,0,0,0,0,2,1,0,5,10,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,11, 7,4,4
15869,96,96,96,7, 9, 6, 7,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,24, 6,2,2
15870,96,96,96,4, 5,96,96,1,4,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,24, 2,2,2
15871,96, 4,96,3, 2,15, 4,2,2,1,2,0,1,0,1,4,0,5,10,2,2,96,2,2,0,1,0,0,0,0,0,0,0,0,0,1,4,4,2,1,13, 2,2,4
15872,96,96,96,5, 7,14, 6,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,48, 1,4,6
15873,96, 1,96,3, 1, 2, 2,1,1,2,1,2,2,2,1,5,0,5, 3,2,2,96,2,2,1,1,0,0,0,0,0,0,0,0,0,0,4,2,2,1,24, 3,3,3
15874,96,96,96,4, 6,15, 6,2,2,1,2,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,35, 7,1,2
15875,96,96, 5,4, 5,96,96,1,6,6,0,0,0,0,2,1,2,6, 8,1,1, 5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,35, 4,3,6
15876,96,96,96,2, 4,96,96,2,1,6,0,0,0,0,2,1,0,5,11,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,47, 6,5,6
15877,96,96, 5,4, 8,96,96,1,5,6,0,0,0,0,2,1,2,6, 8,1,1, 5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,59, 4,1,3
15878,96,96,96,2, 3, 9, 2,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,12, 6,1,2
15879,96,96,96,5, 6, 3, 4,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,46, 6,3,5
15880,96,96,96,7, 9,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,59, 6,5,5
15881, 3,96,96,2, 4,11, 3,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,35, 6,3,4
15882,96,96,96,5, 7,12, 5,1,2,2,2,0,0,0,2,1,0,5, 5,2,2,96,2,2,0,0,0,0,0,0,1,1,0,0,1,0,4,4,2,2,47, 2,2,2
15883,96, 6,96,5, 7, 9, 5,2,1,1,1,0,1,0,1,1,0,5, 4,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,12, 2,1,5
15884,96,96,96,5, 6,11, 5,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,59, 4,4,6
15885,96,96,96,6, 7, 9, 6,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,11, 1,1,2
15886,96, 2,96,3, 1,11, 3,2,1,1,1,2,2,2,1,3,0,5, 3,2,2,96,2,2,1,1,0,0,0,0,0,0,0,0,0,0,4,2,2,1,35, 2,2,5
15887,96,96,96,6, 7, 9, 6,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,35, 7,6,6
15888,96,96,96,5, 6,11, 5,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,48, 4,1,6
15889,96,96, 3,1, 2,96,96,2,6,6,0,2,0,0,2,1,2,2, 8,1,1, 3,2,2,0,0,0,0,0,0,2,0,1,0,0,0,6,4,2,2,48, 2,2,6
15890,96,96,96,2, 3,96,96,2,6,6,0,0,0,0,2,1,0,5,10,2,2,96,2,2,0,0,0,0,0,0,0,0,1,0,0,1,3,3,2,1,10, 4,2,6
15891,99, 6,96,5, 3,14, 6,2,1,1,1,0,2,0,1,1,0,5, 4,2,2,96,2,2,2,0,0,0,0,0,0,0,0,0,0,0,4,4,2,1,24, 6,2,6
15892, 2,96,96,1, 2,96,96,2,6,6,0,0,0,0,2,1,0,1, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,46, 2,1,1
15893,96,96,96,1, 3,96,96,2,6,6,0,0,0,0,2,1,0,1,10,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,1,12, 6,1,2
15894,96, 3,96,5, 2, 2, 4,1,2,2,2,1,2,1,1,6,0,5, 3,2,2,96,2,2,2,0,0,0,0,0,0,0,0,0,0,0,4,3,2,1,24, 6,5,5
15895,96,96,96,5, 7,96,96,2,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,59, 6,1,1
15896,96,96,96,7, 9, 6, 7,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,59, 2,3,3
15897, 4, 1,96,3, 1, 4, 3,2,1,1,1,3,3,3,1,5,0,5, 3,2,2,96,2,2,2,1,0,0,0,0,0,0,0,0,0,0,5,2,2,2,47, 2,1,3
15898,96, 4,96,5, 2, 4, 4,1,1,2,1,0,1,0,1,4,0,5, 3,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,59, 2,5,6
15899,96, 5,96,5, 3, 5, 5,1,1,2,1,0,2,0,1,1,0,5, 3,2,2,96,2,2,1,1,0,0,0,0,0,0,0,0,0,0,4,4,2,1,46, 2,4,6
15900,96,96,96,5, 7,14, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,10, 2,2,5
15901,96, 4,96,3, 2,96,96,2,3,6,0,0,1,0,1,4,0,5, 6,2,2,96,2,2,2,1,0,0,0,0,0,0,0,0,0,0,4,4,2,2,35, 1,2,3
15902,96,96,96,6, 7, 8, 6,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,12, 1,1,2
15903,96,96,96,2, 4,96,96,1,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,13, 4,3,3
15904,96,96,96,5, 6,13, 5,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,35, 6,5,6
15905,96,96,96,4, 6,96,96,2,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,24, 4,1,1
15906,96, 4,96,4, 2,13, 4,2,1,1,1,0,2,0,1,1,0,5, 3,2,2,96,2,2,1,1,0,0,0,0,0,0,0,0,0,0,4,4,2,1,13, 5,3,6
15907,96,96,96,7, 8, 6, 6,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,12, 6,2,6
15908,96,96,96,3, 4, 8, 3,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,13, 4,2,3
15909,96,96, 3,1, 2,96,96,2,6,6,0,0,0,0,2,1,2,2, 8,1,1, 3,2,2,0,0,1,0,0,0,1,1,2,0,0,0,6,4,2,1,46, 2,1,5
15910,96,96,96,4, 5, 7, 4,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,24, 6,4,6
15911,96,96,96,4, 6,14, 5,1,2,1,3,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,46, 3,3,3
15912,96,96,96,6, 7,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,47, 2,3,3
15913,96,96,96,6, 7, 7, 6,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,48, 2,5,6
15914, 3, 1,96,2, 1,13, 3,2,1,1,1,3,3,3,1,5,0,5, 3,2,2,96,2,2,3,0,0,0,0,0,0,0,0,0,0,0,5,2,2,1,47, 2,1,2
15915,96,96,96,7, 9,96,96,1,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,24, 1,1,1
15916,96,96,96,6, 8, 7, 6,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,10, 2,2,3
15917,96,96,96,7, 9,96,96,1,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,46, 1,1,1
15918,96,96,96,1, 2,96,96,2,6,6,0,2,0,0,2,1,1,3, 9,2,1, 2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,4,2,2,1,46, 5,1,1
15919,96,96, 3,1, 2,96,96,1,6,6,0,0,0,0,2,1,2,2, 8,1,1, 3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,59, 1,3,3
15920, 3, 1,96,2, 1, 5, 2,1,1,2,1,1,1,1,1,2,0,5, 3,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,2,2,1,59, 6,3,5
15921,96,96, 4,2, 3,96,96,1,6,6,0,0,0,0,2,1,2,6, 8,1,1, 5,2,2,0,0,0,0,0,0,0,0,1,0,0,0,4,4,2,1,35, 2,1,4
15922,96,96,96,2, 4,14, 3,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,24, 4,3,5
15923,96,96,96,6, 7,14, 7,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,59, 1,1,2
15924,96,96,96,1, 3, 4, 1,1,2,2,2,0,0,0,2,1,0,1, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,24, 1,2,3
15925,96, 3,96,3, 2, 2, 2,1,2,2,2,3,3,3,1,6,0,5, 3,2,2,96,2,2,1,2,0,0,0,0,0,0,0,0,0,0,5,2,2,2,35, 2,4,6
15926,96,96, 6,5, 7,96,96,2,6,6,0,0,0,0,2,1,1,8, 9,1,2,96,2,2,0,0,1,0,0,0,0,0,1,0,0,0,3,3,2,1,48, 5,4,6
15927, 2,96,96,6, 8,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,35, 6,2,2
15928,96,96,96,4, 6,96,96,2,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,35, 4,2,2
15929,96,96,96,7, 8,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,47, 4,2,2
15930,96, 1,96,3, 1, 8, 3,2,1,1,1,2,2,2,1,5,0,5, 3,2,2,96,2,2,1,1,0,0,0,0,0,0,0,0,0,0,4,2,2,1,59, 7,6,6
15931,96,96,96,5, 7,96,96,2,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,13, 4,5,5
15932, 3,96,96,2, 3,96,96,2,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,59, 6,2,2
15933, 4,96,96,5, 2,96,96,2,5,6,0,0,0,0,2,1,0,5,11,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,35, 6,1,1
15934,96,96,96,6, 7,14, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,24, 5,4,6
15935,96,96,96,2, 4,96,96,1,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,48, 3,2,2
15936,96,96, 3,2, 3,96,96,1,6,6,0,0,0,0,2,1,2,6, 8,1,1, 3,2,2,0,0,1,0,0,0,0,0,1,0,0,0,4,4,2,1,47, 4,2,6
15937,96, 2,96,3, 1,11, 3,1,2,2,2,2,2,2,1,3,1,7, 9,2,1, 4,2,2,1,1,0,0,0,0,0,0,0,0,0,0,5,3,2,1,24, 6,3,4
15938,96, 1,96,2, 1,96,96,1,6,6,0,1,1,1,1,2,0,5, 6,2,2,96,2,2,0,1,0,0,0,0,0,0,0,0,0,0,2,1,2,1,35, 2,2,2
15939,96,96,96,7, 9,96,96,1,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,24, 6,1,1
