CASEID,agearr10,agecxryg,agefhsdg,agegr10,agehsdyg,aprgrdif,ageprg10,sex,marstat,sexpr,prtypec,chh0014c,chinhsdc,cxr0014c,cxrflag,cxrtime6,parnum,livarr08,livarr11,fhsd,mhsd,agemhsdg,grfhsd,grmhsd,sonhsd,dauhsd,solhsdc,grsohsdc,grchhsdc,grdahsdc,brhsdc,brohsdc,sihsdc,ilhsdc,orelhsdc,unrlhsdc,hsdsizec,hsdeligc,multigen,luc_rst,prv,ehg3_01,ttlincg2,famincg2
    1,96,96,96,5, 7,12, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,48, 2,2,5
    2,96,96,96,5, 6,96,96,2,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,35, 6,4,4
    3,96,96,96,6, 8,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,46, 1,2,2
    4,96,96,96,6, 8,10, 7,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,24, 5,1,3
    5, 3,96,96,2, 3,96,96,1,6,6,0,0,0,0,2,1,0,5,10,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,59, 6,1,2
    6,96, 1,96,3, 1, 8, 3,1,1,2,1,3,3,3,1,5,0,5, 3,2,2,96,2,2,2,1,0,0,0,0,0,0,0,0,0,0,5,2,2,1,35, 7,5,6
    7,96,96,96,4, 6,96,96,2,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,47, 2,4,4
    8, 2, 1,96,3, 1, 8, 3,1,1,2,1,2,2,2,1,5,0,5, 3,2,2,96,2,2,0,2,0,0,0,0,0,0,0,0,0,0,4,2,2,1,35, 7,5,6
    9,96,96,96,1, 3,96,96,2,6,6,0,0,0,0,2,1,0,1,10,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,35, 5,1,4
   10, 4, 3, 5,4, 2,14, 5,2,1,1,1,1,3,1,1,6,1,5, 9,1,2,96,2,2,1,2,0,0,0,0,0,0,0,0,0,0,6,4,1,1,35, 4,2,6
   11,96,96,96,7, 9,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,12, 2,2,2
   12,96, 2,96,2, 1,96,96,1,6,6,0,3,1,3,1,3,0,5, 6,2,2,96,2,2,3,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,13, 2,2,2
   13,96,96, 3,1, 2,96,96,2,6,6,0,0,0,0,2,1,2,2, 8,1,1, 2,2,2,0,0,0,0,0,0,2,2,0,0,0,0,5,4,2,1,48, 1,1,4
   14,96,96,96,4, 6, 6, 4,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,12, 2,3,5
   15,96,96,96,2, 3, 4, 2,1,2,2,2,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,12, 5,4,6
   16,96,96,96,7, 8,96,96,2,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,12, 4,2,2
   17,96,96,96,6, 7,11, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,35, 3,1,3
   18,96,96,96,5, 6, 8, 5,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,13, 6,1,2
   19,96, 3,96,4, 2,14, 5,2,2,1,2,1,2,1,1,4,0,5, 3,2,2,96,2,2,1,1,0,0,0,0,0,0,0,0,0,0,4,3,2,1,24, 7,5,6
   20, 3, 2,96,2, 1, 7, 2,1,1,2,1,3,3,3,1,6,0,5, 3,2,2,96,2,2,2,1,0,0,0,0,0,0,0,0,0,0,5,2,2,1,46, 1,1,2
   21, 4,96,96,5, 6,96,96,1,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,59, 6,4,4
   22, 2,96,96,7, 9, 7, 7,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,59, 2,1,2
   23,96,96,96,6, 7, 7, 6,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,11, 7,2,5
   24, 3,96,96,7, 8,14, 7,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,59, 1,2,2
   25,96,96,96,2, 3,14, 3,2,2,1,2,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,24, 7,6,6
   26,96,96,96,5, 6, 2, 5,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,10, 5,2,2
   27,96, 6,96,6, 4,11, 6,2,1,1,1,0,1,0,1,1,0,5, 4,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,48, 4,1,6
   28,96,96,96,3, 4, 8, 3,1,2,2,2,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,46, 4,2,5
   29,96, 4,96,5, 2, 7, 5,2,1,1,1,0,1,0,1,4,0,5, 3,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,35, 6,3,6
   30, 3,96, 5,3, 8,96,96,2,5,6,0,0,0,0,2,1,2,6, 8,1,1, 5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,59, 3,1,2
   31,96, 6,96,7, 3,96,96,2,3,6,0,0,1,0,1,1,0,5, 7,2,2,96,2,2,1,0,0,2,2,0,0,0,0,1,0,0,5,4,1,1,35, 2,3,3
   32,96,96,96,5, 7,96,96,2,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,35, 2,2,2
   33,96,96, 6,4, 6,96,96,1,6,6,0,0,0,0,2,1,1,8, 9,1,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,12, 7,3,5
   34,96,96,96,5, 3,96,96,2,5,6,0,0,0,0,2,1,0,5,10,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,1,35, 2,1,1
   35,96,96,96,6, 8, 8, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,48, 5,2,6
   36, 5,96,96,6, 7,96,96,1,1,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,35, 2,3,3
   37,96,96, 4,1, 6,96,96,2,6,6,0,0,0,0,2,1,2,2, 8,1,1, 3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,59, 6,1,2
   38,96,96,96,5, 6, 8, 5,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,12, 6,6,6
   39,96, 2,96,3, 2, 8, 3,1,1,2,1,2,2,2,1,3,0,5, 3,2,2,96,2,2,1,1,0,0,0,0,0,0,0,0,0,0,4,2,2,1,59, 6,4,6
   40,96,96,96,7, 9,96,96,1,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,35, 1,6,6
   41, 3,96,96,2, 3,96,96,2,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,24, 7,2,2
   42,96,96,96,2, 4,96,96,1,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,24, 2,2,2
   43,96,96,96,4, 5,96,96,1,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,11, 4,3,3
   44,96,96,96,6, 7,96,96,2,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,48, 3,2,2
   45,96,96, 4,1, 3,96,96,1,6,6,0,0,0,0,2,1,2,2, 8,1,1, 3,2,2,0,0,1,0,0,0,1,1,1,0,0,0,5,4,2,1,46, 1,1,5
   46,96, 3,96,3, 2,10, 3,2,1,1,1,1,2,1,1,6,0,5, 3,2,2,96,2,2,1,1,0,0,0,0,0,0,0,0,0,0,4,3,2,2,10, 4,3,6
   47,96,96,96,6, 7,12, 6,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,47, 1,3,3
   48,96, 5,96,5, 3, 7, 5,1,1,2,1,0,2,0,1,1,0,5, 3,2,2,96,2,2,2,0,0,0,0,0,0,0,0,0,0,0,4,4,2,1,10, 4,1,5
   49, 5,96,96,7, 9, 9, 7,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,59, 2,2,2
   50,96,96,96,4, 6,96,96,1,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,24, 1,1,1
   51,96,96,96,6, 8,11, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,35, 2,1,4
   52, 4,96,96,7, 8, 3, 7,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,35, 4,2,2
   53,96,96,96,5, 7,15, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,24, 2,2,5
   54,96,96,96,7, 8, 8, 7,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,35, 2,1,2
   55,96,96,96,6, 8,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,10, 2,1,1
   56,96,96,96,4, 5, 2, 4,1,2,1,3,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,35, 7,5,6
   57,96,96,96,6, 7,96,96,2,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,10, 2,2,2
   58,96,96,96,5, 6,11, 5,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,46, 7,4,6
   59, 5, 5,96,5, 3,10, 5,2,1,1,1,0,2,0,1,1,0,5,10,2,2,96,2,2,1,1,0,0,0,0,0,0,0,1,0,0,5,4,2,1,35, 2,1,3
   60,96,96,96,4, 6, 9, 4,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,59, 4,2,6
   61,96,96,96,6, 7, 2, 5,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,12, 2,2,4
   62,96, 3,96,4, 2, 2, 3,1,1,2,1,1,1,1,1,4,0,5, 3,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,2,2,1,59, 3,4,5
   63,96, 3,96,4, 2, 7, 3,1,2,2,2,2,2,2,1,6,0,5, 3,2,2,96,2,2,2,0,0,0,0,0,0,0,0,0,0,0,4,2,2,1,24, 4,2,6
   64,96,96,96,2, 4, 9, 2,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,13, 7,3,5
   65,96,96,96,6, 7, 4, 5,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,35, 2,2,3
   66,96, 1,96,2, 1, 7, 2,1,2,2,2,2,2,2,1,5,0,5, 3,2,2,96,2,2,0,2,0,0,0,0,0,0,0,0,0,0,4,2,2,1,12, 4,2,4
   67,96,96,96,5, 6, 5, 5,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,47, 6,5,6
   68,96,96,96,3, 5,10, 3,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,24, 2,2,3
   69, 1,96,96,7,10,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,46, 1,1,1
   70, 2,96, 3,1, 5,96,96,1,6,6,0,0,0,0,2,1,2,2, 8,1,1, 2,2,2,0,0,1,0,0,0,0,0,1,0,0,0,4,4,2,1,47, 2,1,6
   71,96, 4,96,4, 2, 9, 4,1,1,2,1,0,2,0,1,1,0,5, 3,2,2,96,2,2,1,1,0,0,0,0,0,0,0,0,0,0,4,4,2,2,35, 2,1,2
   72,96,96,96,6, 7, 9, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,35, 6,2,5
   73,96,96,96,7, 9,10, 7,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,24, 1,1,2
   74, 1,96,96,5, 7,96,96,2,4,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,35, 4,2,2
   75,96,96,96,6, 6, 2, 5,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,47, 6,2,3
   76,96, 3,96,5, 2,96,96,2,5,6,0,1,1,1,1,3,0,5, 6,2,2,96,2,2,0,1,0,0,0,0,0,0,0,0,0,0,2,1,2,2,46, 4,2,2
   77,96,96,96,5, 6, 3, 5,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,59, 6,6,6
   78,96,96,96,5, 6, 9, 5,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,24, 5,3,4
   79,96,96,96,4, 6,96,96,1,4,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,10, 3,6,6
   80,96,96,96,7, 8,96,96,2,4,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,47, 1,1,1
   81, 3,96,96,5, 7, 9, 5,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,59,97,3,6
   82, 4, 2,96,2, 1,14, 3,2,1,1,1,1,1,1,1,3,0,5, 3,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,24, 4,1,3
   83, 4, 5,96,4, 5,13, 4,2,1,1,1,0,2,0,1,1,0,5, 3,2,2,96,2,2,1,1,0,0,0,0,0,0,0,0,0,0,4,4,2,1,35, 4,3,6
   84,96, 3,96,3, 2,96,96,2,5,6,0,1,1,1,1,3,0,5, 6,2,2,96,2,2,0,1,0,0,0,0,0,0,0,0,0,0,2,1,2,1,35, 6,3,3
   85,96, 1,96,2, 1, 9, 2,2,1,1,1,1,1,1,1,2,0,5, 3,2,2,96,2,2,0,1,0,0,0,0,0,0,0,0,0,0,3,2,2,2,46, 4,2,5
   86,96,96,96,4, 6,96,96,2,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,47, 4,2,2
   87,96,96,96,6, 7,96,96,1,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,11, 6,2,2
   88, 3,96,96,6, 8, 8, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,35, 4,1,2
   89,96,96,96,6, 7,96,96,2,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,48, 2,4,4
   90,96,96,96,6, 7,14, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,24, 2,2,3
   91, 3,96,96,7, 8,96,96,1,4,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,35, 7,3,3
   92,96, 1,96,3, 1, 7, 3,1,1,2,1,1,1,1,1,2,0,5, 3,2,2,96,2,2,0,1,0,0,0,0,0,0,0,0,0,0,3,2,2,1,59, 3,3,6
   93, 4,96,96,5, 6, 8, 5,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,35, 4,3,6
   94,96,96,96,6, 7, 8, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,24, 4,1,6
   95,96,96,96,5, 6, 5, 5,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,11, 1,2,4
   96,96,96,96,4, 6,10, 5,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,10, 1,4,6
   97,96,96,96,7, 8, 7, 7,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,24, 7,3,5
   98,96,96,96,6, 8,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,10, 2,1,1
   99,96,96,96,6, 7, 3, 5,1,1,2,3,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,35, 2,1,2
  100,96, 2,96,3, 1, 5, 3,1,1,2,3,2,2,2,1,3,0,5, 3,2,2,96,2,2,2,0,0,0,0,0,0,0,0,0,0,0,4,2,2,1,59, 6,4,6
  101,96, 6,96,5, 4, 4, 5,1,1,2,1,0,1,0,1,1,0,5, 4,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,35, 3,6,6
  102, 3,96,96,2, 1,96,96,1,6,6,0,1,0,0,2,1,0,5,10,2,2,96,2,2,0,0,0,0,0,0,1,1,0,1,1,0,4,3,2,1,48, 6,1,1
  103, 1, 1,96,3, 1, 8, 3,2,1,1,1,2,2,2,1,5,0,5, 3,2,2,96,2,2,1,1,0,0,0,0,0,0,0,0,0,0,4,2,2,1,35, 6,3,6
  104,96, 5,96,4, 3,12, 5,2,2,1,2,1,3,0,1,1,0,5,10,2,2,96,2,2,2,1,0,1,1,0,0,0,0,0,0,0,6,4,1,1,35, 2,3,3
  105,99, 3,96,3, 2,13, 4,2,2,1,2,2,2,2,1,6,0,5, 3,2,2,96,2,2,1,1,0,0,0,0,0,0,0,0,0,0,4,2,2,1,24, 4,3,5
  106, 2,96,96,6, 8,14, 7,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,12, 2,1,2
  107,96,96,96,5, 7,14, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,35, 4,4,6
  108,96, 3,96,4, 2,13, 4,2,1,1,1,1,2,1,1,4,0,5, 3,2,2,96,2,2,1,1,0,0,0,0,0,0,0,0,0,0,4,3,2,1,10, 4,2,6
  109,96,96,96,2, 4, 8, 2,1,2,2,2,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,24, 4,1,1
  110,96,96,96,5, 7,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,35, 1,3,3
  111,96,96,96,7, 9, 5, 7,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,48, 4,1,2
  112,96,96,96,5, 6,11, 5,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,47, 2,1,2
  113,96, 3,96,3, 2, 2, 3,1,1,2,1,1,1,1,1,4,0,5,10,2,2,96,2,2,0,1,0,0,0,0,0,0,1,0,0,0,4,3,2,2,47, 2,3,5
  114,96, 3,96,4, 2, 2, 3,2,1,1,1,1,1,1,1,3,0,5, 3,2,2,96,2,2,0,1,0,0,0,0,0,0,0,0,0,0,3,2,2,1,13, 4,3,5
  115,96,96,96,6, 8,96,96,1,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,59, 6,1,1
  116, 3,96,96,6, 8,10, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,59, 2,2,6
  117,96,96,96,6, 8,12, 7,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,10, 1,1,2
  118,96,96,96,6, 7, 4, 5,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,12, 2,1,2
  119,96,96,96,4, 6,13, 5,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,24, 4,3,3
  120,96,96,96,7, 8,96,96,1,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,12, 3,2,2
  121, 1,96,96,6, 7,10, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,46, 2,2,2
  122,96, 6,96,5, 3,96,96,2,6,6,0,0,1,0,1,1,0,5, 7,2,2,96,2,2,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,35, 4,3,6
  123,96,96,96,4, 6,96,96,2,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,47, 1,1,1
  124,96,96,96,7, 9,96,96,2,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,12, 1,1,1
  125,96,96,96,6, 8,96,96,1,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,24, 7,2,2
  126,96, 5,96,4, 3, 3, 4,1,1,2,1,0,1,0,1,1,0,5, 3,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,13, 6,3,4
  127,96, 6,96,5, 4,10, 5,2,1,1,1,0,1,0,1,1,0,5, 4,2,2,96,2,2,0,1,0,0,0,0,0,0,0,0,0,0,3,3,2,2,35, 2,1,4
  128, 3,96,96,4, 6,96,96,1,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,35, 7,5,5
  129,96,96,96,5, 7,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,24, 4,1,1
  130,96,96,96,4, 5,96,96,2,4,6,0,0,0,0,2,1,0,5,10,2,2,96,2,2,0,0,0,0,0,0,0,0,0,2,0,0,3,3,2,1,46, 4,3,3
  131, 1,96,96,6, 6, 1, 4,1,2,2,2,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,35, 5,3,3
  132,96,96,96,3, 4, 4, 2,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,35, 4,3,6
  133,96,96,96,6, 7, 2, 6,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,35, 3,2,4
  134,96,96,96,4, 6,96,96,2,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,35, 6,4,4
  135,96,96,96,6, 8,96,96,2,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,35, 6,3,3
  136,96,96,96,3, 5,96,96,2,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,59, 6,5,5
  137,96,96, 3,1, 2,96,96,1,6,6,0,0,0,0,2,1,2,2, 8,1,1, 3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,59, 1,1,4
  138,96,96,96,5, 7,13, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,10, 4,1,6
  139,96,96, 4,3, 5, 7, 3,1,1,2,1,0,0,0,2,1,2,6, 5,1,1, 5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,1,10, 4,1,2
  140, 1, 3,96,4, 2,96,96,2,5,6,0,1,1,1,1,3,0,5, 6,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,59, 4,3,3
  141,96,96,96,6, 7,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,12, 3,1,1
  142,96,96, 1,1, 2,96,96,1,6,6,0,2,0,0,2,1,1,4, 9,1,2,96,2,2,0,0,0,0,0,0,1,0,1,0,0,0,4,2,2,1,35, 1,1,3
  143,96,96,96,5, 7,96,96,2,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,35, 4,1,1
